score,r2_1,r2_2,epochs,kernel_size,points,model_param1,model_param2,telescope,t_int,label,ps_bins_to_make,ps_bins_to_use
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",138,21,
NA,NA,NA,NA,NA,NA,165,6,NA,NA,"testing optuna for PS xgb model",971,26,
NA,NA,NA,NA,NA,NA,25,5,NA,NA,"testing optuna for PS xgb model",892,20,
NA,NA,NA,NA,NA,NA,40,6,NA,NA,"testing optuna for PS xgb model",1088,29,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",986,23,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",832,26,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1090,22,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",1128,19,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1084,29,
NA,NA,NA,NA,NA,NA,20,5,NA,NA,"testing optuna for PS xgb model",1017,1,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1168,17,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1015,25,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1108,21,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1128,21,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1184,19,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1089,27,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1058,22,
NA,NA,NA,NA,NA,NA,10,8,NA,NA,"testing optuna for PS xgb model",1224,17,
NA,NA,NA,NA,NA,NA,25,6,NA,NA,"testing optuna for PS xgb model",913,30,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",381,22,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1164,20,
NA,NA,NA,NA,NA,NA,20,10,NA,NA,"testing optuna for PS xgb model",1003,25,
NA,NA,NA,NA,NA,NA,50,9,NA,NA,"testing optuna for PS xgb model",867,27,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1077,32,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",31,23,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",1213,19,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",991,28,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1281,21,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1290,16,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",769,20,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1381,25,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1090,22,
NA,NA,NA,NA,NA,NA,65,9,NA,NA,"testing optuna for PS xgb model",310,22,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",1266,18,
NA,NA,NA,NA,NA,NA,120,9,NA,NA,"testing optuna for PS xgb model",1134,21,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1069,30,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1204,20,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1043,24,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1153,18,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1273,17,
NA,NA,NA,NA,NA,NA,10,8,NA,NA,"testing optuna for PS xgb model",1185,2,
NA,NA,NA,NA,NA,NA,25,6,NA,NA,"testing optuna for PS xgb model",1380,27,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",940,18,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1013,32,
NA,NA,NA,NA,NA,NA,200,6,NA,NA,"testing optuna for PS xgb model",278,23,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1147,27,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1273,16,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",867,19,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1077,24,
NA,NA,NA,NA,NA,NA,20,5,NA,NA,"testing optuna for PS xgb model",987,21,
NA,NA,NA,NA,NA,NA,30,6,NA,NA,"testing optuna for PS xgb model",1156,28,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",819,25,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",731,33,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",670,22,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",831,30,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",906,25,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",805,19,
NA,NA,NA,NA,NA,NA,95,6,NA,NA,"testing optuna for PS xgb model",1264,15,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",187,21,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",958,23,
NA,NA,NA,NA,NA,NA,170,6,NA,NA,"testing optuna for PS xgb model",1096,27,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1200,30,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",890,25,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1023,18,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1268,34,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1120,22,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",477,20,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",69,28,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",783,24,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",958,6,
NA,NA,NA,NA,NA,NA,60,6,NA,NA,"testing optuna for PS xgb model",102,22,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1071,26,
NA,NA,NA,NA,NA,NA,35,6,NA,NA,"testing optuna for PS xgb model",1193,20,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1328,17,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",842,32,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1377,29,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",986,24,
NA,NA,NA,NA,NA,NA,45,6,NA,NA,"testing optuna for PS xgb model",1125,26,
NA,NA,NA,NA,NA,NA,80,6,NA,NA,"testing optuna for PS xgb model",899,5,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1030,84,
NA,NA,NA,NA,NA,NA,105,6,NA,NA,"testing optuna for PS xgb model",412,22,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",688,19,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1203,29,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1106,23,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",965,26,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",1266,20,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1045,34,
NA,NA,NA,NA,NA,NA,75,6,NA,NA,"testing optuna for PS xgb model",888,18,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1187,3,
NA,NA,NA,NA,NA,NA,25,6,NA,NA,"testing optuna for PS xgb model",829,24,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1058,21,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",53,2,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",951,28,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1159,23,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1299,31,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",737,26,
NA,NA,NA,NA,NA,NA,55,6,NA,NA,"testing optuna for PS xgb model",1088,14,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",985,17,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",891,21,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1226,24,
NA,NA,NA,NA,NA,NA,25,6,NA,NA,"testing optuna for PS xgb model",1377,27,
NA,NA,NA,NA,NA,NA,90,6,NA,NA,"testing optuna for PS xgb model",1145,19,
NA,NA,NA,NA,NA,NA,130,6,NA,NA,"testing optuna for PS xgb model",787,31,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1034,22,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",953,25,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",922,34,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",855,29,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",231,34,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",610,30,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",808,27,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",865,29,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",717,25,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1003,21,
NA,NA,NA,NA,NA,NA,10,8,NA,NA,"testing optuna for PS xgb model",863,24,
NA,NA,NA,NA,NA,NA,40,9,NA,NA,"testing optuna for PS xgb model",526,36,
NA,NA,NA,NA,NA,NA,110,9,NA,NA,"testing optuna for PS xgb model",775,19,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",945,30,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1047,15,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1082,26,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",955,22,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",153,16,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",863,20,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1145,22,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",660,18,
NA,NA,NA,NA,NA,NA,30,6,NA,NA,"testing optuna for PS xgb model",1019,23,
NA,NA,NA,NA,NA,NA,100,6,NA,NA,"testing optuna for PS xgb model",1134,20,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",920,28,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",808,22,
NA,NA,NA,NA,NA,NA,50,6,NA,NA,"testing optuna for PS xgb model",1221,31,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1015,17,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1076,24,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",335,1,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",930,20,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1191,28,
NA,NA,NA,NA,NA,NA,25,8,NA,NA,"testing optuna for PS xgb model",850,35,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1093,22,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",988,25,
NA,NA,NA,NA,NA,NA,10,8,NA,NA,"testing optuna for PS xgb model",752,25,
NA,NA,NA,NA,NA,NA,70,10,NA,NA,"testing optuna for PS xgb model",976,23,
NA,NA,NA,NA,NA,NA,15,7,NA,NA,"testing optuna for PS xgb model",866,18,
NA,NA,NA,NA,NA,NA,20,4,NA,NA,"testing optuna for PS xgb model",973,26,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",902,21,
NA,NA,NA,NA,NA,NA,190,10,NA,NA,"testing optuna for PS xgb model",779,20,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",885,18,
NA,NA,NA,NA,NA,NA,15,8,NA,NA,"testing optuna for PS xgb model",810,16,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",911,21,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",1002,22,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",722,13,
NA,NA,NA,NA,NA,NA,20,10,NA,NA,"testing optuna for PS xgb model",440,19,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",818,24,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",931,27,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",1022,21,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",848,24,
NA,NA,NA,NA,NA,NA,20,10,NA,NA,"testing optuna for PS xgb model",1254,29,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",959,20,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",1099,26,
NA,NA,NA,NA,NA,NA,15,8,NA,NA,"testing optuna for PS xgb model",900,23,
NA,NA,NA,NA,NA,NA,25,10,NA,NA,"testing optuna for PS xgb model",1152,17,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",1038,22,
NA,NA,NA,NA,NA,NA,15,4,NA,NA,"testing optuna for PS xgb model",128,20,
NA,NA,NA,NA,NA,NA,20,4,NA,NA,"testing optuna for PS xgb model",674,19,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",746,15,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",1019,22,
NA,NA,NA,NA,NA,NA,60,5,NA,NA,"testing optuna for PS xgb model",916,18,
NA,NA,NA,NA,NA,NA,120,9,NA,NA,"testing optuna for PS xgb model",1029,22,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",829,24,
NA,NA,NA,NA,NA,NA,10,4,NA,NA,"testing optuna for PS xgb model",42,21,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1268,28,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",963,17,
NA,NA,NA,NA,NA,NA,135,7,NA,NA,"testing optuna for PS xgb model",1068,7,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",558,25,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",1178,31,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",880,19,
NA,NA,NA,NA,NA,NA,85,6,NA,NA,"testing optuna for PS xgb model",972,3,
NA,NA,NA,NA,NA,NA,30,7,NA,NA,"testing optuna for PS xgb model",800,23,
NA,NA,NA,NA,NA,NA,65,6,NA,NA,"testing optuna for PS xgb model",1067,27,
NA,NA,NA,NA,NA,NA,15,4,NA,NA,"testing optuna for PS xgb model",1208,2,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",901,21,
NA,NA,NA,NA,NA,NA,35,6,NA,NA,"testing optuna for PS xgb model",264,24,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1296,16,
NA,NA,NA,NA,NA,NA,155,6,NA,NA,"testing optuna for PS xgb model",1134,19,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",87,32,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1000,26,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",726,27,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",861,29,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",978,25,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",950,31,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",780,26,
NA,NA,NA,NA,NA,NA,25,6,NA,NA,"testing optuna for PS xgb model",606,29,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1115,9,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1037,23,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",849,21,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1207,33,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1377,25,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",487,28,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",383,5,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",924,23,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1029,19,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1132,26,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1251,20,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",901,22,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",992,17,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",808,29,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",306,24,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1082,32,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1193,26,
NA,NA,NA,NA,NA,NA,25,8,NA,NA,"testing optuna for PS xgb model",962,6,
NA,NA,NA,NA,NA,NA,10,7,NA,NA,"testing optuna for PS xgb model",691,21,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",869,37,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1090,18,
NA,NA,NA,NA,NA,NA,20,10,NA,NA,"testing optuna for PS xgb model",970,23,
NA,NA,NA,NA,NA,NA,55,6,NA,NA,"testing optuna for PS xgb model",1294,28,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",773,20,
NA,NA,NA,NA,NA,NA,15,7,NA,NA,"testing optuna for PS xgb model",1156,24,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1029,26,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",859,30,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",816,31,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",732,35,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",871,39,
NA,NA,NA,NA,NA,NA,80,6,NA,NA,"testing optuna for PS xgb model",904,31,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",858,34,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",936,28,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",756,30,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",804,26,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",356,28,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",634,24,
NA,NA,NA,NA,NA,NA,25,8,NA,NA,"testing optuna for PS xgb model",984,22,
NA,NA,NA,NA,NA,NA,75,6,NA,NA,"testing optuna for PS xgb model",912,34,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1045,26,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",849,24,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",961,29,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1048,22,
NA,NA,NA,NA,NA,NA,15,7,NA,NA,"testing optuna for PS xgb model",770,32,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",902,40,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1116,27,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",986,21,
NA,NA,NA,NA,NA,NA,95,9,NA,NA,"testing optuna for PS xgb model",699,24,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1275,30,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1354,29,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1315,26,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",1216,23,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1283,20,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",830,25,
NA,NA,NA,NA,NA,NA,25,6,NA,NA,"testing optuna for PS xgb model",26,4,
NA,NA,NA,NA,NA,NA,10,7,NA,NA,"testing optuna for PS xgb model",1210,29,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1098,22,
NA,NA,NA,NA,NA,NA,45,6,NA,NA,"testing optuna for PS xgb model",920,26,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1369,20,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1027,31,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",992,24,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",855,65,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",804,32,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",1025,27,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",935,14,
NA,NA,NA,NA,NA,NA,20,5,NA,NA,"testing optuna for PS xgb model",1058,22,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",879,19,
NA,NA,NA,NA,NA,NA,40,6,NA,NA,"testing optuna for PS xgb model",206,24,
NA,NA,NA,NA,NA,NA,25,6,NA,NA,"testing optuna for PS xgb model",743,21,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",979,27,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1111,18,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",912,32,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",642,24,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",841,36,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",701,39,
NA,NA,NA,NA,NA,NA,105,10,NA,NA,"testing optuna for PS xgb model",810,39,
NA,NA,NA,NA,NA,NA,70,10,NA,NA,"testing optuna for PS xgb model",780,36,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",889,33,
NA,NA,NA,NA,NA,NA,20,10,NA,NA,"testing optuna for PS xgb model",838,36,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",755,16,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",947,21,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",855,22,
NA,NA,NA,NA,NA,NA,20,10,NA,NA,"testing optuna for PS xgb model",579,19,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",678,28,
NA,NA,NA,NA,NA,NA,30,10,NA,NA,"testing optuna for PS xgb model",969,25,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1029,8,
NA,NA,NA,NA,NA,NA,115,8,NA,NA,"testing optuna for PS xgb model",821,31,
NA,NA,NA,NA,NA,NA,90,5,NA,NA,"testing optuna for PS xgb model",921,23,
NA,NA,NA,NA,NA,NA,10,7,NA,NA,"testing optuna for PS xgb model",1009,20,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",878,26,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",787,18,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",426,23,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1058,29,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",916,20,
NA,NA,NA,NA,NA,NA,15,4,NA,NA,"testing optuna for PS xgb model",969,25,
NA,NA,NA,NA,NA,NA,50,10,NA,NA,"testing optuna for PS xgb model",756,84,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",844,35,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1120,30,
NA,NA,NA,NA,NA,NA,25,4,NA,NA,"testing optuna for PS xgb model",504,22,
NA,NA,NA,NA,NA,NA,175,6,NA,NA,"testing optuna for PS xgb model",1034,17,
NA,NA,NA,NA,NA,NA,10,8,NA,NA,"testing optuna for PS xgb model",932,44,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1117,27,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",867,21,
NA,NA,NA,NA,NA,NA,35,7,NA,NA,"testing optuna for PS xgb model",709,25,
