score,r2_1,r2_2,epochs,kernel_size,points,model_param1,model_param2,telescope,t_int,label,ps_bins_to_make,ps_bins_to_use
NA,NA,NA,NA,NA,NA,60,9,NA,NA,"testing optuna for PS xgb model",974,23,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1045,32,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",812,19,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1149,28,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",931,25,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1001,21,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",873,37,
NA,NA,NA,NA,NA,NA,20,5,NA,NA,"testing optuna for PS xgb model",1065,24,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1180,15,
NA,NA,NA,NA,NA,NA,110,10,NA,NA,"testing optuna for PS xgb model",773,30,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",946,22,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1065,27,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",851,18,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1178,34,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1012,20,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",918,23,
NA,NA,NA,NA,NA,NA,20,10,NA,NA,"testing optuna for PS xgb model",721,54,
NA,NA,NA,NA,NA,NA,45,6,NA,NA,"testing optuna for PS xgb model",1110,27,
NA,NA,NA,NA,NA,NA,10,7,NA,NA,"testing optuna for PS xgb model",813,30,
NA,NA,NA,NA,NA,NA,65,4,NA,NA,"testing optuna for PS xgb model",985,25,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",663,19,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",897,22,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1063,16,
NA,NA,NA,NA,NA,NA,25,8,NA,NA,"testing optuna for PS xgb model",1191,27,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",980,41,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",847,24,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",761,13,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",540,33,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",464,21,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",910,30,
NA,NA,NA,NA,NA,NA,30,6,NA,NA,"testing optuna for PS xgb model",1116,25,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",104,20,
NA,NA,NA,NA,NA,NA,55,9,NA,NA,"testing optuna for PS xgb model",994,18,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",291,23,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1194,27,
NA,NA,NA,NA,NA,NA,15,7,NA,NA,"testing optuna for PS xgb model",1050,22,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",818,29,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",248,25,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",915,36,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1102,20,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",971,32,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",389,17,
NA,NA,NA,NA,NA,NA,85,10,NA,NA,"testing optuna for PS xgb model",879,7,
NA,NA,NA,NA,NA,NA,25,6,NA,NA,"testing optuna for PS xgb model",1261,23,
NA,NA,NA,NA,NA,NA,155,6,NA,NA,"testing optuna for PS xgb model",621,27,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",176,20,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",739,48,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1027,25,
NA,NA,NA,NA,NA,NA,95,10,NA,NA,"testing optuna for PS xgb model",1151,29,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",813,22,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",325,33,
NA,NA,NA,NA,NA,NA,10,7,NA,NA,"testing optuna for PS xgb model",948,18,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1026,24,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",874,28,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1218,21,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1080,19,
NA,NA,NA,NA,NA,NA,100,8,NA,NA,"testing optuna for PS xgb model",967,16,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",72,21,
NA,NA,NA,NA,NA,NA,145,9,NA,NA,"testing optuna for PS xgb model",1198,19,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",808,17,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",36,21,
NA,NA,NA,NA,NA,NA,25,9,NA,NA,"testing optuna for PS xgb model",929,9,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1104,23,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",681,21,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",877,19,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1020,24,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1263,23,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",226,21,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",742,17,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",1146,26,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",1165,27,
NA,NA,NA,NA,NA,NA,20,10,NA,NA,"testing optuna for PS xgb model",1281,26,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",1163,31,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",1095,26,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",1245,39,
NA,NA,NA,NA,NA,NA,20,10,NA,NA,"testing optuna for PS xgb model",1077,24,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",1180,29,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",1380,25,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",1039,34,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",984,3,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",1145,22,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",1257,26,
NA,NA,NA,NA,NA,NA,30,4,NA,NA,"testing optuna for PS xgb model",1067,30,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",964,14,
NA,NA,NA,NA,NA,NA,80,8,NA,NA,"testing optuna for PS xgb model",1132,19,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",1049,23,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",956,21,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",1280,27,
NA,NA,NA,NA,NA,NA,120,5,NA,NA,"testing optuna for PS xgb model",1170,24,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",916,36,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",54,2,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1009,19,
NA,NA,NA,NA,NA,NA,25,4,NA,NA,"testing optuna for PS xgb model",1090,4,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",866,6,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",1372,29,
NA,NA,NA,NA,NA,NA,15,8,NA,NA,"testing optuna for PS xgb model",1210,22,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",995,32,
NA,NA,NA,NA,NA,NA,70,10,NA,NA,"testing optuna for PS xgb model",790,25,
NA,NA,NA,NA,NA,NA,15,7,NA,NA,"testing optuna for PS xgb model",926,16,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1083,20,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",844,1,
NA,NA,NA,NA,NA,NA,60,10,NA,NA,"testing optuna for PS xgb model",1008,27,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1186,23,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",905,18,
NA,NA,NA,NA,NA,NA,25,9,NA,NA,"testing optuna for PS xgb model",1085,25,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1257,21,
NA,NA,NA,NA,NA,NA,20,7,NA,NA,"testing optuna for PS xgb model",586,31,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",1004,23,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",132,42,
NA,NA,NA,NA,NA,NA,75,6,NA,NA,"testing optuna for PS xgb model",351,28,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",817,20,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",918,25,
NA,NA,NA,NA,NA,NA,15,4,NA,NA,"testing optuna for PS xgb model",1121,35,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",965,12,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",162,29,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",734,22,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",856,18,
NA,NA,NA,NA,NA,NA,35,6,NA,NA,"testing optuna for PS xgb model",1187,26,
NA,NA,NA,NA,NA,NA,10,7,NA,NA,"testing optuna for PS xgb model",1041,23,
NA,NA,NA,NA,NA,NA,20,8,NA,NA,"testing optuna for PS xgb model",949,21,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1296,32,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1107,15,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",776,27,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1033,24,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",866,38,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1170,21,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",687,29,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1381,24,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",954,19,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1029,17,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",874,26,
NA,NA,NA,NA,NA,NA,25,6,NA,NA,"testing optuna for PS xgb model",1122,32,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",411,20,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",801,23,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",943,29,
NA,NA,NA,NA,NA,NA,15,3,NA,NA,"testing optuna for PS xgb model",1237,26,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",1043,22,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1133,35,
NA,NA,NA,NA,NA,NA,180,6,NA,NA,"testing optuna for PS xgb model",907,18,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",990,24,
NA,NA,NA,NA,NA,NA,50,10,NA,NA,"testing optuna for PS xgb model",1269,10,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",525,20,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",194,28,
NA,NA,NA,NA,NA,NA,90,6,NA,NA,"testing optuna for PS xgb model",810,31,
NA,NA,NA,NA,NA,NA,10,4,NA,NA,"testing optuna for PS xgb model",1096,25,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",889,21,
NA,NA,NA,NA,NA,NA,40,10,NA,NA,"testing optuna for PS xgb model",985,72,
NA,NA,NA,NA,NA,NA,10,8,NA,NA,"testing optuna for PS xgb model",456,27,
NA,NA,NA,NA,NA,NA,195,6,NA,NA,"testing optuna for PS xgb model",748,23,
NA,NA,NA,NA,NA,NA,15,7,NA,NA,"testing optuna for PS xgb model",1172,16,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1044,20,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",631,30,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",847,46,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1262,25,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",936,18,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1380,22,
NA,NA,NA,NA,NA,NA,135,9,NA,NA,"testing optuna for PS xgb model",1088,35,
NA,NA,NA,NA,NA,NA,25,6,NA,NA,"testing optuna for PS xgb model",968,40,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",1180,27,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",842,23,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1041,19,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",279,31,
NA,NA,NA,NA,NA,NA,15,7,NA,NA,"testing optuna for PS xgb model",766,26,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",909,22,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1126,24,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",998,21,
NA,NA,NA,NA,NA,NA,85,6,NA,NA,"testing optuna for PS xgb model",695,17,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",886,20,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1086,23,
NA,NA,NA,NA,NA,NA,65,6,NA,NA,"testing optuna for PS xgb model",970,24,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",816,19,
NA,NA,NA,NA,NA,NA,115,6,NA,NA,"testing optuna for PS xgb model",1222,28,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1039,22,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1116,15,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",918,18,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",1278,21,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1064,20,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",970,22,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1181,24,
NA,NA,NA,NA,NA,NA,25,5,NA,NA,"testing optuna for PS xgb model",852,19,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1034,22,
NA,NA,NA,NA,NA,NA,10,7,NA,NA,"testing optuna for PS xgb model",737,17,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",910,23,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",784,21,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1172,25,
NA,NA,NA,NA,NA,NA,100,9,NA,NA,"testing optuna for PS xgb model",966,19,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1079,24,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1303,20,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",117,16,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",864,22,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1010,25,
NA,NA,NA,NA,NA,NA,10,7,NA,NA,"testing optuna for PS xgb model",1126,18,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",909,26,
NA,NA,NA,NA,NA,NA,45,6,NA,NA,"testing optuna for PS xgb model",807,21,
NA,NA,NA,NA,NA,NA,30,6,NA,NA,"testing optuna for PS xgb model",1230,8,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1034,5,
NA,NA,NA,NA,NA,NA,15,8,NA,NA,"testing optuna for PS xgb model",936,23,
NA,NA,NA,NA,NA,NA,75,5,NA,NA,"testing optuna for PS xgb model",662,28,
NA,NA,NA,NA,NA,NA,25,4,NA,NA,"testing optuna for PS xgb model",579,20,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1103,25,
NA,NA,NA,NA,NA,NA,55,6,NA,NA,"testing optuna for PS xgb model",1377,23,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",850,19,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",966,17,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1160,28,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1052,22,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",486,13,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",754,24,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1253,26,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1000,15,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",25,21,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",887,18,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1116,28,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",146,24,
NA,NA,NA,NA,NA,NA,15,4,NA,NA,"testing optuna for PS xgb model",825,21,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",969,27,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1023,26,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1210,23,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1091,27,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",372,24,
NA,NA,NA,NA,NA,NA,40,9,NA,NA,"testing optuna for PS xgb model",962,20,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1133,29,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1026,25,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1225,26,
NA,NA,NA,NA,NA,NA,25,9,NA,NA,"testing optuna for PS xgb model",1041,28,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1308,26,
NA,NA,NA,NA,NA,NA,70,9,NA,NA,"testing optuna for PS xgb model",1153,31,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1057,25,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1002,29,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1070,26,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1221,30,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",925,25,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1137,23,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",997,29,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1087,23,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",960,27,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1045,32,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",931,25,
NA,NA,NA,NA,NA,NA,60,9,NA,NA,"testing optuna for PS xgb model",1107,24,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",886,28,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",994,23,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1159,25,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",91,28,
NA,NA,NA,NA,NA,NA,25,9,NA,NA,"testing optuna for PS xgb model",78,32,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1014,23,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",315,26,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1115,22,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",980,30,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1053,24,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",905,27,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1147,22,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1007,24,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1193,20,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",912,30,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1077,26,
NA,NA,NA,NA,NA,NA,165,9,NA,NA,"testing optuna for PS xgb model",968,22,
NA,NA,NA,NA,NA,NA,50,9,NA,NA,"testing optuna for PS xgb model",877,33,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1044,28,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",43,24,
NA,NA,NA,NA,NA,NA,80,9,NA,NA,"testing optuna for PS xgb model",1168,20,
NA,NA,NA,NA,NA,NA,10,8,NA,NA,"testing optuna for PS xgb model",811,26,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",937,22,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1087,19,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1259,30,
NA,NA,NA,NA,NA,NA,30,9,NA,NA,"testing optuna for PS xgb model",1013,25,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",860,9,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1149,21,
NA,NA,NA,NA,NA,NA,25,8,NA,NA,"testing optuna for PS xgb model",250,28,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",960,5,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",425,23,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1064,10,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1210,32,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",910,24,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",798,27,
NA,NA,NA,NA,NA,NA,35,9,NA,NA,"testing optuna for PS xgb model",712,34,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",736,28,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",829,30,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",809,27,
NA,NA,NA,NA,NA,NA,10,8,NA,NA,"testing optuna for PS xgb model",633,19,
NA,NA,NA,NA,NA,NA,95,9,NA,NA,"testing optuna for PS xgb model",715,6,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",760,33,
NA,NA,NA,NA,NA,NA,130,9,NA,NA,"testing optuna for PS xgb model",781,21,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",537,23,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",798,30,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",843,26,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",725,17,
NA,NA,NA,NA,NA,NA,10,3,NA,NA,"testing optuna for PS xgb model",865,22,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",799,29,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",685,25,
NA,NA,NA,NA,NA,NA,125,8,NA,NA,"testing optuna for PS xgb model",880,20,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",934,27,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",794,34,
NA,NA,NA,NA,NA,NA,65,9,NA,NA,"testing optuna for PS xgb model",901,30,
NA,NA,NA,NA,NA,NA,105,9,NA,NA,"testing optuna for PS xgb model",845,28,
