score,r2_1,r2_2,epochs,kernel_size,points,model_param1,model_param2,telescope,t_int,label
0.9035803377628326,0.87061607837677,0.9365445971488953,50,23,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9129882752895355,0.8928750157356262,0.9331015348434448,50,9,2762,83,4,NA,NA,"pure signal first try"
0.9030950963497162,0.8746911883354187,0.9314990043640137,50,97,2762,83,4,NA,NA,"pure signal first try"
0.8735050559043884,0.8357788920402527,0.9112312197685242,50,253,2762,83,4,NA,NA,"pure signal first try"
0.8399971127510071,0.7765218019485474,0.9034724235534668,50,757,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9173515439033508,0.8966594338417053,0.9380436539649963,50,16,2762,83,4,NA,NA,"pure signal first try"
0.9155840277671814,0.9004693627357483,0.9306986927986145,50,8,2762,83,4,NA,NA,"pure signal first try"
0.9194242656230927,0.9010629057884216,0.9377856254577637,50,37,2762,83,4,NA,NA,"pure signal first try"
0.9222703278064728,0.8993039131164551,0.9452367424964905,50,12,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9129882752895355,0.8928750157356262,0.9331015348434448,50,9,2762,83,4,NA,NA,"pure signal first try"
0.9202987253665924,0.9030376672744751,0.9375597834587097,50,18,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9172453582286835,0.8927413821220398,0.9417493343353271,50,13,2762,83,4,NA,NA,"pure signal first try"
0.9129882752895355,0.8928750157356262,0.9331015348434448,50,9,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.8444337546825409,0.7821745276451111,0.9066929817199707,50,2304,2762,83,4,NA,NA,"pure signal first try"
0.9131834208965302,0.8852671384811401,0.9410997033119202,50,10,2762,83,4,NA,NA,"pure signal first try"
0.9100417494773865,0.8835081458091736,0.9365753531455994,50,21,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9155840277671814,0.9004693627357483,0.9306986927986145,50,8,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9169833958148956,0.8971505165100098,0.9368162751197815,50,11,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.919517457485199,0.8970385789871216,0.9419963359832764,50,14,2762,83,4,NA,NA,"pure signal first try"
0.9155840277671814,0.9004693627357483,0.9306986927986145,50,8,2762,83,4,NA,NA,"pure signal first try"
0.8760122656822205,0.834491491317749,0.9175330400466919,50,208,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9155840277671814,0.9004693627357483,0.9306986927986145,50,8,2762,83,4,NA,NA,"pure signal first try"
0.9131834208965302,0.8852671384811401,0.9410997033119202,50,10,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9030950963497162,0.8746911883354187,0.9314990043640137,50,97,2762,83,4,NA,NA,"pure signal first try"
0.8309672772884369,0.762358546257019,0.8995760083198547,50,683,2762,83,4,NA,NA,"pure signal first try"
0.8914997577667236,0.8685869574546814,0.9144125580787659,50,125,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9155840277671814,0.9004693627357483,0.9306986927986145,50,8,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9129882752895355,0.8928750157356262,0.9331015348434448,50,9,2762,83,4,NA,NA,"pure signal first try"
0.9169833958148956,0.8971505165100098,0.9368162751197815,50,11,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.8556237816810608,0.8012992739677429,0.9099482893943787,50,319,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9155840277671814,0.9004693627357483,0.9306986927986145,50,8,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9129882752895355,0.8928750157356262,0.9331015348434448,50,9,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9172453582286835,0.8927413821220398,0.9417493343353271,50,13,2762,83,4,NA,NA,"pure signal first try"
0.9131834208965302,0.8852671384811401,0.9410997033119202,50,10,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9155840277671814,0.9004693627357483,0.9306986927986145,50,8,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9142867922782898,0.8943343162536621,0.9342392683029175,50,54,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9129882752895355,0.8928750157356262,0.9331015348434448,50,9,2762,83,4,NA,NA,"pure signal first try"
0.9122559726238251,0.8956505060195923,0.9288614392280579,50,36,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9155840277671814,0.9004693627357483,0.9306986927986145,50,8,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9129882752895355,0.8928750157356262,0.9331015348434448,50,9,2762,83,4,NA,NA,"pure signal first try"
0.898318737745285,0.8651913404464722,0.9314461350440979,50,80,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9155840277671814,0.9004693627357483,0.9306986927986145,50,8,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9169833958148956,0.8971505165100098,0.9368162751197815,50,11,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9155840277671814,0.9004693627357483,0.9306986927986145,50,8,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.8491798639297485,0.7955776453018188,0.9027820825576782,50,1199,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.8971879780292511,0.8741621971130371,0.9202137589454651,50,147,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9155840277671814,0.9004693627357483,0.9306986927986145,50,8,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.8316300511360168,0.7608758807182312,0.9023842215538025,50,436,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9149858951568604,0.891202449798584,0.9387693405151367,50,26,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9155840277671814,0.9004693627357483,0.9306986927986145,50,8,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9129882752895355,0.8928750157356262,0.9331015348434448,50,9,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9155840277671814,0.9004693627357483,0.9306986927986145,50,8,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.8600455224514008,0.8022285103797913,0.9178625345230103,50,271,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9084320366382599,0.8876975774765015,0.9291664958000183,50,47,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.8418803215026855,0.7804304361343384,0.9033302068710327,50,598,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.8987618684768677,0.8714311122894287,0.9260926246643066,50,77,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.8318834900856018,0.760442316532135,0.9033246636390686,50,1127,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.9188069701194763,0.9047921299934387,0.9328218102455139,50,7,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
0.8833316266536713,0.8434077501296997,0.9232555031776428,50,182,2762,83,4,NA,NA,"pure signal first try"
0.9248369634151459,0.9044930338859558,0.9451808929443359,50,6,2762,83,4,NA,NA,"pure signal first try"
0.933083713054657,0.9155569076538086,0.9506105184555054,50,5,2762,83,4,NA,NA,"pure signal first try"
