INFO:__main__:Finished run: score=-1.4096814692020416, r2=[0.33828943967819214, -3.1576523780822754]. Commandline: ./f21_predict_xgb.py --limitsamplesize 200 --psbatchsize 10 --label testing optuna for PS xgb model --trials 1000 --scale_y --runmode optimize -p /user1/21cm_forest/21cmFAST_los/F21_noisy/. Parameters: ps_bin_to_make=697, ps_bin_to_use=31, model_param1=15, model_param2=4, label=testing optuna for PS xgb model
INFO:__main__:Finished run: score=-1.478859156370163, r2=[0.2923808693885803, -3.2500991821289062]. Commandline: ./f21_predict_xgb.py --limitsamplesize 200 --psbatchsize 10 --label testing optuna for PS xgb model --trials 1000 --scale_y --runmode optimize -p /user1/21cm_forest/21cmFAST_los/F21_noisy/. Parameters: ps_bin_to_make=1357, ps_bin_to_use=53, model_param1=40, model_param2=6, label=testing optuna for PS xgb model
INFO:__main__:Finished run: score=-1.508957415819168, r2=[0.23219388723373413, -3.2501087188720703]. Commandline: ./f21_predict_xgb.py --limitsamplesize 200 --psbatchsize 10 --label testing optuna for PS xgb model --trials 1000 --scale_y --runmode optimize -p /user1/21cm_forest/21cmFAST_los/F21_noisy/. Parameters: ps_bin_to_make=336, ps_bin_to_use=20, model_param1=115, model_param2=5, label=testing optuna for PS xgb model
INFO:__main__:Finished run: score=-1.4222356975078583, r2=[0.31318098306655884, -3.1576523780822754]. Commandline: ./f21_predict_xgb.py --limitsamplesize 200 --psbatchsize 10 --label testing optuna for PS xgb model --trials 1000 --scale_y --runmode optimize -p /user1/21cm_forest/21cmFAST_los/F21_noisy/. Parameters: ps_bin_to_make=467, ps_bin_to_use=45, model_param1=15, model_param2=4, label=testing optuna for PS xgb model
INFO:__main__:Finished run: score=-1.4786579608917236, r2=[0.2923550605773926, -3.24967098236084]. Commandline: ./f21_predict_xgb.py --limitsamplesize 200 --psbatchsize 10 --label testing optuna for PS xgb model --trials 1000 --scale_y --runmode optimize -p /user1/21cm_forest/21cmFAST_los/F21_noisy/. Parameters: ps_bin_to_make=936, ps_bin_to_use=15, model_param1=30, model_param2=6, label=testing optuna for PS xgb model
INFO:__main__:Finished run: score=-1.4883815348148346, r2=[0.2733456492424011, -3.2501087188720703]. Commandline: ./f21_predict_xgb.py --limitsamplesize 200 --psbatchsize 10 --label testing optuna for PS xgb model --trials 1000 --scale_y --runmode optimize -p /user1/21cm_forest/21cmFAST_los/F21_noisy/. Parameters: ps_bin_to_make=1136, ps_bin_to_use=78, model_param1=80, model_param2=5, label=testing optuna for PS xgb model
INFO:__main__:Finished run: score=-1.51030695438385, r2=[0.22949481010437012, -3.2501087188720703]. Commandline: ./f21_predict_xgb.py --limitsamplesize 200 --psbatchsize 10 --label testing optuna for PS xgb model --trials 1000 --scale_y --runmode optimize -p /user1/21cm_forest/21cmFAST_los/F21_noisy/. Parameters: ps_bin_to_make=680, ps_bin_to_use=11, model_param1=45, model_param2=3, label=testing optuna for PS xgb model
INFO:__main__:Finished run: score=-1.4129224717617035, r2=[0.3318074345588684, -3.1576523780822754]. Commandline: ./f21_predict_xgb.py --limitsamplesize 200 --psbatchsize 10 --label testing optuna for PS xgb model --trials 1000 --scale_y --runmode optimize -p /user1/21cm_forest/21cmFAST_los/F21_noisy/. Parameters: ps_bin_to_make=524, ps_bin_to_use=31, model_param1=15, model_param2=5, label=testing optuna for PS xgb model
INFO:__main__:Finished run: score=-1.298979789018631, r2=[0.12176674604415894, -2.719726324081421]. Commandline: ./f21_predict_xgb.py --limitsamplesize 200 --psbatchsize 10 --label testing optuna for PS xgb model --trials 1000 --scale_y --runmode optimize -p /user1/21cm_forest/21cmFAST_los/F21_noisy/. Parameters: ps_bin_to_make=415, ps_bin_to_use=6, model_param1=10, model_param2=5, label=testing optuna for PS xgb model
INFO:__main__:Finished run: score=-1.287968099117279, r2=[0.1437901258468628, -2.719726324081421]. Commandline: ./f21_predict_xgb.py --limitsamplesize 200 --psbatchsize 10 --label testing optuna for PS xgb model --trials 1000 --scale_y --runmode optimize -p /user1/21cm_forest/21cmFAST_los/F21_noisy/. Parameters: ps_bin_to_make=408, ps_bin_to_use=8, model_param1=10, model_param2=4, label=testing optuna for PS xgb model
INFO:__main__:Finished run: score=-1.5756020545959473, r2=[0.09627485275268555, -3.24747896194458]. Commandline: ./f21_predict_xgb.py --limitsamplesize 200 --psbatchsize 10 --label testing optuna for PS xgb model --trials 1000 --scale_y --runmode optimize -p /user1/21cm_forest/21cmFAST_los/F21_noisy/. Parameters: ps_bin_to_make=391, ps_bin_to_use=9, model_param1=25, model_param2=4, label=testing optuna for PS xgb model
INFO:__main__:Finished run: score=-1.5077687799930573, r2=[0.23449820280075073, -3.2500357627868652]. Commandline: ./f21_predict_xgb.py --limitsamplesize 200 --psbatchsize 10 --label testing optuna for PS xgb model --trials 1000 --scale_y --runmode optimize -p /user1/21cm_forest/21cmFAST_los/F21_noisy/. Parameters: ps_bin_to_make=294, ps_bin_to_use=22, model_param1=35, model_param2=4, label=testing optuna for PS xgb model
INFO:__main__:Finished run: score=-1.4978635013103485, r2=[0.16192537546157837, -3.1576523780822754]. Commandline: ./f21_predict_xgb.py --limitsamplesize 200 --psbatchsize 10 --label testing optuna for PS xgb model --trials 1000 --scale_y --runmode optimize -p /user1/21cm_forest/21cmFAST_los/F21_noisy/. Parameters: ps_bin_to_make=257, ps_bin_to_use=16, model_param1=15, model_param2=4, label=testing optuna for PS xgb model
INFO:__main__:Finished run: score=-1.5818013846874237, r2=[0.08387619256973267, -3.24747896194458]. Commandline: ./f21_predict_xgb.py --limitsamplesize 200 --psbatchsize 10 --label testing optuna for PS xgb model --trials 1000 --scale_y --runmode optimize -p /user1/21cm_forest/21cmFAST_los/F21_noisy/. Parameters: ps_bin_to_make=419, ps_bin_to_use=7, model_param1=25, model_param2=3, label=testing optuna for PS xgb model
