0.000000000000000000e+00 0.000000000000000000e+00 1.251247600869499438e-08 0.000000000000000000e+00 5.382397995080359982e-09 6.599171437415862739e-08 9.313861676766644426e-08 4.960414190366555088e-08 4.935652030331170771e-08 1.204282967125789472e-07 8.199858265778182939e-08 7.643319298508155832e-08 6.531380285271043190e-08 3.912719103621754882e-07 3.123411097255963771e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.278193442133463315e-08 0.000000000000000000e+00 1.580649237057344098e-08 3.240923739736150773e-08 4.438749580806657425e-08 1.021982579842588679e-07 9.418911468690953500e-08 6.052569318476595060e-08 5.748251305135583215e-08 6.221147862059557704e-08 5.292329303021452641e-08 3.582813993071482769e-07 2.876042151207795907e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.053287496485336771e-09 0.000000000000000000e+00 1.669984562956805844e-08 7.345912504574854034e-08 4.906437530189428728e-08 2.421501046652757451e-08 1.043648717795054727e-07 8.074182236898926910e-08 1.245693564187056206e-07 6.211467762097261565e-08 5.156784214058618575e-08 3.691009165148068033e-07 3.015229269551072995e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.008479552713760447e-09 0.000000000000000000e+00 4.330747847164214486e-08 1.205512715554287384e-08 5.686221884960160765e-08 2.698130092629827544e-08 8.935022093727683671e-08 8.482590419395858441e-08 7.817372321705618648e-08 5.831585851179685328e-08 5.221091306339087923e-08 3.740887458283470136e-07 3.025271628605369008e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.003499486400813452e-09 0.000000000000000000e+00 7.736852449343622435e-09 4.556074607076168024e-08 5.466655286814457366e-08 1.843152515165600488e-08 1.267399058303101427e-07 1.136861587878820893e-07 9.888120177879556112e-08 1.238204641391066546e-07 7.067418403581119694e-08 3.780865247692485980e-07 3.094636461422310301e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.314864486788221351e-08 0.000000000000000000e+00 1.828331135062760657e-08 5.272701755556803169e-08 7.213008918035589644e-08 3.709550878208519927e-08 1.066891417786043106e-07 6.787881841640520530e-08 6.225054358994541399e-08 6.679011601249015107e-08 4.843573715448512796e-08 3.747440412549515970e-07 2.863869925723889260e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.630026478689004963e-08 0.000000000000000000e+00 1.823492696694612483e-08 3.599033935210234386e-08 4.276159127647984698e-08 4.702041314363063849e-08 8.971993360708554050e-08 4.904578498088917204e-08 9.508621790140398049e-08 7.734909281514689771e-08 5.043701391760289947e-08 3.749398460738233334e-07 2.961306826198383599e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 6.808149541571064474e-09 0.000000000000000000e+00 4.619650871502352617e-08 1.007881589052267375e-07 1.102299335035512373e-07 8.687663811699195384e-08 9.344045291688610676e-08 7.771797410887744942e-08 6.766065360247755310e-08 5.724171640463138383e-08 5.086566519973334954e-08 3.815176221160232320e-07 3.111111227796692953e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.877460068660692907e-11 0.000000000000000000e+00 3.297454962120587796e-08 5.147303486030070391e-08 6.511552781441676934e-08 8.470264819411444239e-08 1.153359422268627758e-07 6.206611695107652404e-08 8.784891937954296200e-08 7.658024190712329316e-08 6.223788482733837965e-08 3.925128705326224109e-07 3.176716678828097896e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 8.283781637322420466e-09 0.000000000000000000e+00 2.924159420263592789e-08 1.766483302953807644e-08 5.049105235788282404e-08 6.251385681675782605e-08 1.434302638606027152e-07 9.073503247805523944e-08 6.798739435146702903e-08 7.967136051237673619e-08 5.990763917772880420e-08 3.715066380377670846e-07 2.984035991799502481e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.862712688073550390e-08 0.000000000000000000e+00 1.660921927454732379e-08 1.547458366420302040e-08 5.559373850628788861e-08 8.304597406435013818e-08 9.875372957402714276e-08 7.459730329386781427e-08 9.823118935053017108e-08 7.014979387374343610e-08 6.515259215758921272e-08 3.748046941674226019e-07 3.151438830869607486e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.230258546316731474e-08 0.000000000000000000e+00 3.107171078116151976e-08 3.605990907912109688e-08 2.929827188797227543e-08 4.776536160155836263e-08 1.376391726998395001e-07 1.147597079193248262e-07 8.798090367722048774e-08 6.565706546094311519e-08 5.366954796760128590e-08 3.602705803564191514e-07 2.866795224903268161e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.434071769751576008e-08 0.000000000000000000e+00 6.411705250924250211e-08 1.324281229649499578e-07 4.863401961230805400e-08 4.055321959712052118e-08 9.657567070111271337e-08 5.467441329451774946e-08 8.904583481602972369e-08 8.312092675950014215e-08 5.793216011914678136e-08 3.773447506000793150e-07 3.085669384733961524e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.377249795330876228e-09 0.000000000000000000e+00 1.541262167149783825e-08 8.366317716100802581e-08 7.932262402915817042e-08 5.026668234531808152e-08 1.650052156790527877e-07 9.283748246556993980e-08 1.119979105723819707e-07 7.441641989324442516e-08 5.267573807345617670e-08 3.932203820357319584e-07 3.025359756976710934e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.859742225435343685e-09 0.000000000000000000e+00 6.326725058780757993e-08 6.030700647429009735e-08 6.608398806753960886e-08 5.571326022213899697e-08 9.960855464365459157e-08 1.214835529363352278e-07 1.314645002210849487e-07 8.407140117535315546e-08 6.226477810823005577e-08 3.720722398379031942e-07 3.040160279391164725e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.673112332608778980e-10 0.000000000000000000e+00 1.456328262590230081e-08 3.761186351862288696e-08 3.037495343445892890e-08 3.891434514565920786e-08 1.002258935490871452e-07 7.890869041414802039e-08 7.787453634044476140e-08 6.784726728898194050e-08 5.626569782448536868e-08 3.780297597807046858e-07 3.315113694421000836e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.374663777443773134e-08 0.000000000000000000e+00 1.832348424791875836e-08 4.801317638037049900e-08 3.830339400226269182e-08 6.089927938942312073e-08 8.764178865783564158e-08 7.193145512216905105e-08 6.432695699662196023e-08 6.382638257692961321e-08 5.364461118196802851e-08 3.739608010351171278e-07 3.038328345858430306e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.671480599709299335e-09 0.000000000000000000e+00 3.002799216193117963e-08 4.439548154344262691e-08 8.422788213965347225e-08 6.441083928526749333e-08 1.144478289488718293e-07 6.488919470033681514e-08 8.346261390513072208e-08 7.560770177033053892e-08 5.589557277151174338e-08 3.810675153442897190e-07 3.114990413592131920e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.192821422510475851e-08 0.000000000000000000e+00 2.067919528800385664e-08 9.497734218231383687e-08 6.030922762049061440e-08 5.750911488176899974e-08 9.950057253419004464e-08 6.821159022695842564e-08 1.012252151211698305e-07 7.338525690333837110e-08 6.043490276779591353e-08 3.669153825281534013e-07 2.964790691381443797e-07 0.000000000000000000e+00
