5.327197051322558670e-09,4.889832744995031110e-09,9.999778449535370317e-01,3.737979219295084476e-03,9.974103756248950403e-02,2.639274418354034535e-01,1.882072639465331987e+00,-1.699986264109611400e-01,1.541605889797210693e-01,7.599999904632568359e-01
5.180053873857450275e-09,4.917436027453046193e-09,9.999870538711548296e-01,3.759639011695980939e-03,8.258537221699953357e-02,2.737936720252037159e-01,1.745130479335784912e+00,-2.206561632454395183e-01,3.463872969150543213e-01,7.599999904632568359e-01
5.040009436354888670e-09,5.095497667886466468e-09,9.999908804893493652e-01,3.784858854487538338e-03,9.049932441921555715e-02,2.705832511186599953e-01,1.733975982666015714e+00,-2.236416250467300471e-01,1.896267533302307129e-01,7.599999904632568359e-01
5.159892599826174669e-09,4.798506850855959504e-09,9.999928057193756548e-01,3.737010899931192311e-03,7.483705133199691772e-02,2.778197675943374634e-01,1.792476022243499667e+00,-2.268225140869617462e-01,4.835174232721328735e-02,7.599999904632568359e-01
5.126293622099474229e-09,5.324973357978877792e-09,9.999574780464172141e-01,3.762609604746103113e-03,8.202555347234011252e-02,2.772705748677253834e-01,1.691001123189926236e+00,-2.133232451044023148e-01,2.498556226491928101e-01,7.599999904632568359e-01
5.196991530163653809e-09,5.099180470116070799e-09,9.999933719635010210e-01,3.789466409943998033e-03,8.839593976736068170e-02,2.699103444814682229e-01,1.821781086921691939e+00,-2.006044842302799336e-01,3.408959368243813515e-03,7.599999904632568359e-01
4.850650476038489423e-09,5.394429379963810933e-09,9.999901711940765159e-01,3.735004924237728119e-03,7.707208041101694385e-02,2.792156651616096719e-01,1.768369257450103760e+00,-2.346073828637599834e-01,2.855525910854339600e-01,7.599999904632568359e-01
5.115894326372853397e-09,5.038962556085438856e-09,1.000000411272048861e+00,3.783828672021627513e-03,9.168287999927997312e-02,2.747378438711166604e-01,1.717789196968078524e+00,-2.045488551259040944e-01,9.718798100948333740e-02,7.599999904632568359e-01
5.429533796698449968e-09,4.925828128339595271e-09,1.000030893087387129e+00,3.790460294112563133e-03,6.567836422473191660e-02,2.807773724198341370e-01,1.715906262397766113e+00,-2.587723433971405029e-01,4.835174232721328735e-02,7.599999904632568359e-01
4.727837480236584435e-09,5.076942098910617499e-09,9.999504506587981734e-01,3.770186565816402435e-03,6.021785708144307414e-02,2.786761671304702759e-01,1.863761550188064664e+00,-2.249795272946357727e-01,3.463872969150543213e-01,7.599999904632568359e-01
4.773763566608154837e-09,4.870043334844849802e-09,1.000000792741775557e+00,3.755842987447977240e-03,6.968387290835380277e-02,2.802181661128997914e-01,1.733362209796905473e+00,-2.209325499832630046e-01,2.855525910854339600e-01,7.599999904632568359e-01
5.068244569824541089e-09,5.168974328725987425e-09,9.999540507793426292e-01,3.769280156120657921e-03,9.140400886535644809e-02,2.747931838035583274e-01,1.681229925155639737e+00,-2.101565815508365520e-01,1.896267533302307129e-01,7.599999904632568359e-01
4.882718028243445141e-09,5.206540907046281770e-09,1.000010770559310869e+00,3.755975537933409127e-03,6.690677180886268893e-02,2.771418452262878196e-01,1.812190532684326172e+00,-2.388828307390213068e-01,1.541605889797210693e-01,7.599999904632568359e-01
5.106111504351613075e-09,5.252090870575581381e-09,9.999635219573974609e-01,3.761994186788797379e-03,8.859713859856128970e-02,2.732218474149704091e-01,1.717130815982818692e+00,-2.066795378923416138e-01,3.408959368243813515e-03,7.599999904632568359e-01
5.057815667801299502e-09,5.085616770951538889e-09,9.999701976776123047e-01,3.758612903766334057e-03,9.738858975470066071e-02,2.828344553709030151e-01,1.406416001915931746e+00,-2.596012793481349834e-01,2.498556226491928101e-01,7.599999904632568359e-01
4.883169207367937553e-09,5.216681597024182089e-09,9.999975979328155073e-01,3.764676582068205053e-03,8.376116789877414981e-02,2.810059994459152000e-01,1.595375418663024902e+00,-2.307476028800010681e-01,9.718798100948333740e-02,7.599999904632568359e-01
5.103028907473588794e-09,4.981043358475610017e-09,9.999932050704956055e-01,3.746207291260361845e-03,9.018107522279024402e-02,2.748023092746734730e-01,1.662287354469299316e+00,-2.322247281670570263e-01,4.835174232721328735e-02,7.599999904632568359e-01
5.071842401922596121e-09,4.829758280241104400e-09,9.999752283096313699e-01,3.715585730969905680e-03,8.979234136641026098e-02,2.711872965097427146e-01,1.760148108005523682e+00,-1.917297750711441096e-01,3.463872969150543213e-01,7.599999904632568359e-01
5.067342154880639267e-09,5.020080616130376478e-09,1.000033110380172729e+00,3.764398046769201756e-03,7.956566065549849909e-02,2.798395305871963501e-01,1.619425487518310502e+00,-2.512036278843879922e-01,9.718798100948333740e-02,7.599999904632568359e-01
5.285836977301457056e-09,4.992064316075648831e-09,1.000033235549926847e+00,3.755271807312965306e-03,8.042019661515950602e-02,2.750971436500549427e-01,1.772134661674499512e+00,-2.298714399337768444e-01,2.855525910854339600e-01,7.599999904632568359e-01
5.017282462537632196e-09,5.073514361344252219e-09,9.999907791614532915e-01,3.740233159624040040e-03,1.125750482082366888e-01,2.537052527070045582e-01,2.036595487594604403e+00,-1.184087403118610354e-01,1.541605889797210693e-01,7.599999904632568359e-01
5.090445721339331034e-09,5.032939631068011352e-09,9.999921560287475808e-01,3.765013231895863836e-03,8.585888631641865054e-02,2.760925814509391785e-01,1.694621312618255660e+00,-2.303213968873024098e-01,2.498556226491928101e-01,7.599999904632568359e-01
5.307349942697100164e-09,5.349118495144913200e-09,1.000005155801773071e+00,3.760743606835603887e-03,6.441294779069721421e-02,2.755941718816757313e-01,1.918227076530456543e+00,-2.104073144495487158e-01,3.408959368243813515e-03,7.599999904632568359e-01
5.323282533845951593e-09,4.888246300729682911e-09,9.999894976615906206e-01,3.758501447737217123e-03,6.251487201079726497e-02,2.772507622838020214e-01,1.876665997505188033e+00,-2.209460586309432983e-01,1.896267533302307129e-01,7.599999904632568359e-01
5.187123556931065536e-09,4.611865806277139926e-09,1.000001102685928345e+00,3.739385213702916926e-03,6.052694311365484914e-02,2.802002429962158203e-01,1.808146369457244829e+00,-2.273592650890350342e-01,3.463872969150543213e-01,7.599999904632568359e-01
5.191764517287113263e-09,4.855741818207592946e-09,1.000000506639480591e+00,3.745556203648448077e-03,5.560698732733726501e-02,2.822310119867325051e-01,1.821983563899993941e+00,-2.410810075700283162e-01,1.896267533302307129e-01,7.599999904632568359e-01
5.010628109220809669e-09,4.941286381663480073e-09,9.999928116798401101e-01,3.783601266331970518e-03,8.946687951683998663e-02,2.707724988460540883e-01,1.811741602420806840e+00,-1.959231622517108862e-01,4.835174232721328735e-02,7.599999904632568359e-01
5.127039945711590985e-09,5.298113948046764809e-09,1.000005912780761674e+00,3.769457247108220967e-03,8.286346253007650930e-02,2.852660879492759927e-01,1.568499994277954057e+00,-2.310623012483120076e-01,2.498556226491928101e-01,7.599999904632568359e-01
4.956046269752598750e-09,4.989210140817106569e-09,1.000041842460632324e+00,3.753709583543241111e-03,8.151992680504918654e-02,2.860304877161979897e-01,1.497547632455825894e+00,-2.469648294150829371e-01,9.718798100948333740e-02,7.599999904632568359e-01
4.844771039517539144e-09,5.003908189661292228e-09,9.999921858310699685e-01,3.740369365550577554e-03,6.635329956188798506e-02,2.831999212503433228e-01,1.706134557723999023e+00,-2.477709189057350214e-01,1.541605889797210693e-01,7.599999904632568359e-01
5.264572675282331811e-09,5.166774642181828169e-09,1.000015890598297208e+00,3.779751947149634361e-03,7.209327612072229108e-02,2.698056146502494923e-01,1.930933928489685147e+00,-2.139318823814392034e-01,2.855525910854339600e-01,7.599999904632568359e-01
4.777553420246704388e-09,5.050265596664484361e-09,9.999503254890441672e-01,3.768910374492407019e-03,9.767339229583740789e-02,2.664362311363220326e-01,1.861756443977355957e+00,-1.619994629174471013e-01,3.408959368243813515e-03,7.599999904632568359e-01
